id,translation
c25-za-11,横过马路的时候，一转头就看见右边了。
c25-za-12,去寅州大桥坐哪路车？
c25-za-13,坐8路车去。
c25-za-14,去南宁的百色大桥还有多远？
c25-za-15,不远多少了，前面一转过弯100米就到了。
c25-za-16,去广西日报社走哪条路？
c25-za-17,就住在民主了，快上车吧。
c25-za-18,这附近有集市吗？
c25-za-19,有啊，一到那马圩就往前边去。
c25-za-20,去青秀山要走多久？
c25-za-21,离这里不远，大概步行半小时左右就到了，您最好坐34路车去。
c25-za-22,我走错路了，现在咱们在哪儿啊？
c25-za-23,我住在西宁附近，你什么时候才回到那里呢？
c25-za-24,这是南宁市地图，请问您知道怎么去西乡塘客运站吗？
c25-za-25,现在你在鼓冲路，乘坐11路车往前门，到了等车站就下车，再往前走一会儿就到了陕西饭店了。
c25-za-26,广西大学在哪里呢？
c25-za-27,如今你正走在大学路上，前面就是广西大学了。
c25-za-28,哦，幸好有你在，不然我真不知道该怎么办才好。真是太谢谢你了。
c25-za-29,不用客气，同胞们，这是我应该做的。
c25-za-30,壮族乡亲们真讲理，多谢你多啦。
c28-za-1,父母和弟弟从圩上回来就进厨房。
c28-za-2,厨房里有一个灶台，旁边还有一个装大米的柜子。
c28-za-3,厨房里的东西总是摆放得整整齐齐，因为父母经常擦桌子，打扫家里。
c28-za-4,弟弟喜欢看妈妈做饭，他想像妈妈一样会煮好吃的菜。
c28-za-5,所以，他一和父母一起洗菜、洗鱼、涮锅头，又忙着烧水，就学着切菜煮饭。有时还一起进灶房去生火。
c28-za-6,父亲和我在屋后的园子里干活。
c28-za-7,爸爸种的菜很多，我和他一起浇水浇菜。
c28-za-8,他还种了几棵辣椒和茄子。
c28-za-9,辣椒串串红透透的。
c28-za-10,今年辣椒比去年收成多。
c28-za-11,我摘了一些辣椒，开始用来放好打的赌，父亲告诉我等晒干了就去集市卖给人家。
c28-za-12,妈妈煮汤喜欢放点辣椒，我最爱喝鱼汤了，感觉特别鲜美。
c28-za-13,如果园子里长满了杂草，小树就长不好。
c28-za-14,父亲经常去锄草，他还教我如何使用小锄头，我要先用小锄头把草根扒出来，再抓到远处的树下堆放。
c28-za-15,不难，有许多人从果园旁边出来。
c28-za-16,我不怕你们，就坐在树下乘凉休息。
c28-za-17,煮好菜就可以了，妈妈就让弟弟去叫爸爸和我回来吃饭。
c28-za-18,我和爸爸先去洗澡。
c28-za-19,吃饭的时候，爸爸妈妈说：
c28-za-20,我能帮他做很多活，帮忙种菜、挑水浇菜，还有锄草。
c28-za-21,妈妈说：“不错，长得大了。”
c28-za-22,如果种的菜多，就拿去集市上卖。
c28-za-23,我告诉小弟：在园子里和父亲一起工作的时候，看到你们有很多鸡。
c28-za-24,我讲完就像你们这样留一次。
c28-za-25,妈妈说，吃饭的时候别闹着玩。
